datestamp,type,type - dcmi recommendation,format,format - mediatype,format - subtype,subject,title,date,identifier,source,rights,record - header - setSpec,record id
2018-09-18T18:02:23Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europäische und nationale Identität,2008-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2008_Bahr_AnnoGeschichte11_426_427,"-: ""Europäische und nationale Identität"", Braunschweig: - 2008.",Open Access,WorldViews,DE_2008_Bahr_AnnoGeschichte11_426_427_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T18:02:23Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europäische und nationale Identität,2008-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2008_Bahr_AnnoGeschichte11_426_427,"-: ""Europäische und nationale Identität"", Braunschweig: - 2008.",Open Access,WorldViews,DE_2008_Bahr_AnnoGeschichte11_426_427_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T19:09:03Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Europäische und nationale Identität,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Grindel_EuropaeischeUndNationaleIdentitaet,"-: Europäische und nationale Identität, -: - 2018.",Open Access,WorldViews,K_2018_Grindel_EuropaeischeUndNationaleIdentitaet_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T19:09:03Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Europäische und nationale Identität,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Grindel_EuropaeischeUndNationaleIdentitaet,"-: Europäische und nationale Identität, -: - 2018.",Open Access,WorldViews,K_2018_Grindel_EuropaeischeUndNationaleIdentitaet_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2019-01-24T15:53:51Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,"Experiential Spaces and Internal Borders: Germany, France and Poland as Neighbours in Europe",2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_ErfahrungsraeumeUndBinnengrenzen,"-: Experiential Spaces and Internal Borders: Germany, France and Poland as Neighbours in Europe, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_ErfahrungsraeumeUndBinnengrenzen_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2019-01-24T15:53:51Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,"Experiential Spaces and Internal Borders: Germany, France and Poland as Neighbours in Europe",2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_ErfahrungsraeumeUndBinnengrenzen,"-: Experiential Spaces and Internal Borders: Germany, France and Poland as Neighbours in Europe, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_ErfahrungsraeumeUndBinnengrenzen_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-19T16:59:31Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Schwierige Nachbarschaften - Deutschland-Frankreich und Deutschland-Polen,2009-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2009_Kremb_GeschichteGeschehen_236_237,"-: ""Schwierige Nachbarschaften  -  Deutschland-Frankreich und Deutschland-Polen"", Stuttgart: - 2009.",Open Access,WorldViews,DE_2009_Kremb_GeschichteGeschehen_236_237_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-19T16:59:31Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Schwierige Nachbarschaften - Deutschland-Frankreich und Deutschland-Polen,2009-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2009_Kremb_GeschichteGeschehen_236_237,"-: ""Schwierige Nachbarschaften  -  Deutschland-Frankreich und Deutschland-Polen"", Stuttgart: - 2009.",Open Access,WorldViews,DE_2009_Kremb_GeschichteGeschehen_236_237_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-05T13:26:54Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Afrika im Krieg,2010-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67,"-: Afrika im Krieg, Paris: - 2010 (1995).",Open Access,WorldViews,AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67_ger
,Text,,application/pdf,application,pdf,EurViews,,1995-01-01T00:00:00Z,,,,EurViews,
2018-12-05T13:26:54Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Afrika im Krieg,2010-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67,"-: Afrika im Krieg, Paris: - 2010 (1995).",Open Access,WorldViews,AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67_eng
,Text,,application/pdf,application,pdf,EurViews,,1995-01-01T00:00:00Z,,,,EurViews,
2018-12-05T13:26:54Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Afrika im Krieg,2010-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67,"-: Afrika im Krieg, Paris: - 2010 (1995).",Open Access,WorldViews,AFR_1995_NN_SecondeMoitieDuXIXeXXeSiecle_66_67_fre
,Text,,application/pdf,application,pdf,EurViews,,1995-01-01T00:00:00Z,,,,EurViews,
2018-09-20T14:34:25Z,Source,Text,image/jpeg,image,jpeg,WorldViews,European Economy in Tatters,1924-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=JP_1924_Murakawa_ShichiteiChuto_259,"-: European Economy in Tatters, -: - 1924.",Open Access,WorldViews,JP_1924_Murakawa_ShichiteiChuto_259_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-20T14:34:25Z,Source,Text,image/jpeg,image,jpeg,WorldViews,European Economy in Tatters,1924-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=JP_1924_Murakawa_ShichiteiChuto_259,"-: European Economy in Tatters, -: - 1924.",Open Access,WorldViews,JP_1924_Murakawa_ShichiteiChuto_259_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-05T12:26:55Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Les colonies franҫaises et la Grande Guerre,2007-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2007_AlzardEtAl_Histoire_228_229,"-: ""Les colonies franҫaises et la Grande Guerre"", Paris: - 2007.",Open Access,WorldViews,FR_2007_AlzardEtAl_Histoire_228_229_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-05T12:26:55Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Les colonies franҫaises et la Grande Guerre,2007-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2007_AlzardEtAl_Histoire_228_229,"-: ""Les colonies franҫaises et la Grande Guerre"", Paris: - 2007.",Open Access,WorldViews,FR_2007_AlzardEtAl_Histoire_228_229_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-05T12:26:55Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Les colonies franҫaises et la Grande Guerre,2007-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2007_AlzardEtAl_Histoire_228_229,"-: ""Les colonies franҫaises et la Grande Guerre"", Paris: - 2007.",Open Access,WorldViews,FR_2007_AlzardEtAl_Histoire_228_229_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-16T14:15:12Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Cameroon and the First World War (1914-1918),2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_2006_TazanuEtAl_OrdinaryLevelHistory_49_51,"-: ""Cameroon and the First World War (1914-1918)"", Buea: - 2006.",Open Access,WorldViews,CM_2006_TazanuEtAl_OrdinaryLevelHistory_49_51_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-16T14:15:12Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Cameroon and the First World War (1914-1918),2006-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_2006_TazanuEtAl_OrdinaryLevelHistory_49_51,"-: ""Cameroon and the First World War (1914-1918)"", Buea: - 2006.",Open Access,WorldViews,CM_2006_TazanuEtAl_OrdinaryLevelHistory_49_51_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-16T14:40:16Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Südafrikanische Militärherrschaft in Namibia: 1915-1919,2012-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=NA_2012_Ranby_GoForHistory_58_59,"-: ""Südafrikanische Militärherrschaft in Namibia: 1915-1919"", Windhoek: - 2012.",Open Access,WorldViews,NA_2012_Ranby_GoForHistory_58_59_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-12-16T14:40:16Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Südafrikanische Militärherrschaft in Namibia: 1915-1919,2012-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=NA_2012_Ranby_GoForHistory_58_59,"-: ""Südafrikanische Militärherrschaft in Namibia: 1915-1919"", Windhoek: - 2012.",Open Access,WorldViews,NA_2012_Ranby_GoForHistory_58_59_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2019-01-24T15:50:46Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Who’s Discovering Who? Imagining subaltern perspectives in textbook comics from South Africa and Brazil,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Friedl_WerEntdecktHierWen,"-: Who’s Discovering Who? Imagining subaltern perspectives in textbook comics from South Africa and Brazil, -: - 2018.",Open Access,WorldViews,K_2018_Friedl_WerEntdecktHierWen_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2019-01-24T15:50:46Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Who’s Discovering Who? Imagining subaltern perspectives in textbook comics from South Africa and Brazil,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Friedl_WerEntdecktHierWen,"-: Who’s Discovering Who? Imagining subaltern perspectives in textbook comics from South Africa and Brazil, -: - 2018.",Open Access,WorldViews,K_2018_Friedl_WerEntdecktHierWen_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2019-01-24T16:28:53Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Japanischer Nationalismus unter brasilianischen Vorzeichen. Ein Schulbuch für japanisch-stämmige Kinder in Paraná,2019-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2019_Friedl_JapanischerNationalismusUnterBrasilianischenVorzeichen,"-: Japanischer Nationalismus unter brasilianischen Vorzeichen. Ein Schulbuch für japanisch-stämmige Kinder in Paraná, -: - 2019.",Open Access,WorldViews,K_2019_Friedl_JapanischerNationalismusUnterBrasilianischenVorzeichen_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
