record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:language,record - header - identifier
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00222.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00222.cmdi
,http://hdl.handle.net/10932/00-0439-7223-1EF4-5601-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00223.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00223.cmdi
,http://hdl.handle.net/10932/00-0439-7223-2DF4-5701-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00224.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00224.cmdi
,http://hdl.handle.net/10932/00-0439-7223-3C94-5801-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00225.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00225.cmdi
,http://hdl.handle.net/10932/00-0439-7223-4B74-5901-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00226.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00226.cmdi
,http://hdl.handle.net/10932/00-0439-7223-5A44-5A01-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00227.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00227.cmdi
,http://hdl.handle.net/10932/00-0439-7223-68C4-5B01-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00228.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00228.cmdi
,http://hdl.handle.net/10932/00-0439-7223-77A4-5C01-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00229.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00229.cmdi
,http://hdl.handle.net/10932/00-0439-7223-86D4-5D01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00230.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00230.cmdi
,http://hdl.handle.net/10932/00-0439-7223-9604-5E01-F,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00231.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00231.cmdi
,http://hdl.handle.net/10932/00-0439-7223-A4C4-5F01-2,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00232.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00232.cmdi
,http://hdl.handle.net/10932/00-0439-7223-B384-6001-3,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00233.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00233.cmdi
,http://hdl.handle.net/10932/00-0439-7223-C2A4-6101-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00234.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00234.cmdi
,http://hdl.handle.net/10932/00-0439-7223-D1C4-6201-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00235.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00235.cmdi
,http://hdl.handle.net/10932/00-0439-7223-E0F4-6301-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00236.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00236.cmdi
,http://hdl.handle.net/10932/00-0439-7223-F004-6401-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00237.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00237.cmdi
,http://hdl.handle.net/10932/00-0439-7223-FF14-6501-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00238.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00238.cmdi
,http://hdl.handle.net/10932/00-0439-7224-0E64-6601-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00239.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00239.cmdi
,http://hdl.handle.net/10932/00-0439-7224-1DB4-6701-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00240.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00240.cmdi
,http://hdl.handle.net/10932/00-0439-7224-2C64-6801-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00241.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00241.cmdi
,http://hdl.handle.net/10932/00-0439-7224-3B74-6901-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00242.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00242.cmdi
,http://hdl.handle.net/10932/00-0439-7224-4A34-6A01-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00243.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00243.cmdi
,http://hdl.handle.net/10932/00-0439-7224-5934-6B01-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00244.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00244.cmdi
,http://hdl.handle.net/10932/00-0439-7224-7954-6C01-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00245.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00245.cmdi
,http://hdl.handle.net/10932/00-0439-7224-8834-6D01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00246.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00246.cmdi
,http://hdl.handle.net/10932/00-0439-7224-9704-6E01-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00247.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00247.cmdi
,http://hdl.handle.net/10932/00-0439-7224-A634-6F01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00248.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00248.cmdi
,http://hdl.handle.net/10932/00-0439-7224-B504-7001-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00249.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00249.cmdi
,http://hdl.handle.net/10932/00-0439-7224-C434-7101-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00250.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00250.cmdi
,http://hdl.handle.net/10932/00-0439-7224-D344-7201-2,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,gesprochene deutsche Sprache,deu,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-34F0-6C01-4,,,Dialekt,wen,
,,,,Umgangssprache,,
,,,,Standardsprache,,
,,,,DDR,,
,,,,ehemals deutsche Ostgebiete,,
,,,,Tonaufnahme,,
,,,,Transkript,,
,,,,Themenliste,,
,,,,Liste der sprachlichen Besonderheiten,,
,,,,Liste der Berufe der Sprecher,,
,,,,Vergleichstext,,
,,,,Wortliste,,
,,,,Lemmaliste,,
,,,,Informationen über die Transkription sächsischer Aufnahmen,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00001.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00001.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-4BD0-6D01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00002.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00002.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-60D0-6E01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00003.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00003.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-77E0-6F01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00004.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00004.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-8DD0-7001-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00005.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00005.cmdi
,http://hdl.handle.net/10932/00-0372-2DB6-A360-7101-3,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00006.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00006.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-7520-7201-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00007.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00007.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-8AB0-7301-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00008.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00008.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-A020-7401-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00009.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00009.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-B630-7501-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00010.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00010.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-CB70-7601-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00011.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00011.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-E110-7701-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00012.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00012.cmdi
,http://hdl.handle.net/10932/00-0372-2DB7-F760-7801-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00013.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00013.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-0CF0-7901-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00014.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00014.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-22D0-7A01-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00015.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00015.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-3980-7B01-9,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00016.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00016.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-4FF0-7C01-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00017.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00017.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-7560-7D01-C,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00018.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00018.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-C580-7E01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00019.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00019.cmdi
,http://hdl.handle.net/10932/00-0372-2DB8-F420-7F01-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00020.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00020.cmdi
,http://hdl.handle.net/10932/00-0372-2DB9-0A00-8001-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00021.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00021.cmdi
,http://hdl.handle.net/10932/00-0372-2DB9-2080-8101-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00022.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00022.cmdi
,http://hdl.handle.net/10932/00-0372-2DBC-D520-8201-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00023.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00023.cmdi
,http://hdl.handle.net/10932/00-0372-2DBC-FCB0-8301-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00024.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00024.cmdi
,http://hdl.handle.net/10932/00-0372-2DC0-CFD0-8401-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00025.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00025.cmdi
,http://hdl.handle.net/10932/00-0372-2DC0-F5C0-8501-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00026.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00026.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-3A30-8601-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00027.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00027.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-5040-8701-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00028.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00028.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-97B0-8801-C,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00029.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00029.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-BE70-8901-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00030.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00030.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-E3E0-8A01-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00031.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00031.cmdi
,http://hdl.handle.net/10932/00-0372-2DC1-FDD0-8B01-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00032.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00032.cmdi
,http://hdl.handle.net/10932/00-0372-2DC2-2270-8C01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00033.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00033.cmdi
,http://hdl.handle.net/10932/00-0372-2DD0-E260-8D01-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00034.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00034.cmdi
,http://hdl.handle.net/10932/00-0372-2DD1-0B70-8E01-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00035.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00035.cmdi
,http://hdl.handle.net/10932/00-0372-2DD1-3420-8F01-C,,,,,
2021-01-12T16:46:50Z,clarin-ids:DR--3.DR--_E_00036.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00036.cmdi
,http://hdl.handle.net/10932/00-0372-2DD1-5A90-9001-E,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00047.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00047.cmdi
,http://hdl.handle.net/10932/00-0372-2DD3-D900-9B01-1,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00048.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00048.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-0BE0-9C01-5,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00049.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00049.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-3330-9D01-E,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00050.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00050.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-6350-9E01-2,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00051.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00051.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-8D10-9F01-9,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00052.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00052.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-B650-A001-9,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00053.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00053.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-DEE0-A101-B,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00054.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00054.cmdi
,http://hdl.handle.net/10932/00-0372-2DD4-FDC0-A201-6,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00055.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00055.cmdi
,http://hdl.handle.net/10932/00-0372-2DD5-1780-A301-7,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00056.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00056.cmdi
,http://hdl.handle.net/10932/00-0372-2DD5-2D60-A401-B,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00067.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00067.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-2980-AF01-3,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00068.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00068.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-4340-B001-B,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00069.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00069.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-6070-B101-6,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00070.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00070.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-7650-B201-B,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00071.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00071.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-8BE0-B301-7,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00072.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00072.cmdi
,http://hdl.handle.net/10932/00-0372-2DD6-A300-B401-9,,,,,
2021-01-12T16:46:51Z,clarin-ids:DR--3.DR--_E_00073.cmdi,deu,Tonbandaufnahmen der deutschen Mundarten in der Deutschen Demokratischen Republik,,,oai:repos.ids-mannheim.de:clarin-ids:DR--3.DR--_E_00073.cmdi
