datestamp,subject,relation,identifier,rights,language,contributor,type,type - dcmi recommendation,description,source,title,creator,date,format,format - mediatype,format - subtype,publisher,coverage,record id
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/228964,clarind-uds:poldilemma-228964,CC BY NC SA,pol,,starodruk,text,"Poniatowski, Michał Jerzy (1736-1794). Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 37656 I","Kazanie Na Niedzielę Pierwszą Po Trzech Krolach : O powolności, potrzebney w młodym wieku do nabycia rozumu y cnoty Miane w kaplicy Collegium Nobilium Scholarum Piarum","Skrzetuski, Kajetan Józef (1743-1806)",1783-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Pijarów,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-228964
,,oai:jbc.bj.uj.edu.pl:publication:240607,hdl:11858/00-246C-0000-0023-8D00-C,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/229071,clarind-uds:poldilemma-229071,CC BY NC SA,pol,,starodruk,text,"Wypyski, Jan. Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 17231 I","Dobry A Pobożny Ziemianin, Przy Pogrzebnym oddaniu ziemi, ciała zmarłego Sławney Pamięci P. Stanisława Z Wypych Wypyskiego, Wyrażony Kazaniem","Kuncewicz, Michał",1640-01-01T00:00:00Z,application/xml,application,xml,Jan Trelpiński,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229071
,,oai:jbc.bj.uj.edu.pl:publication:240714,hdl:11858/00-246C-0000-0023-8D01-A,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/229074,clarind-uds:poldilemma-229074,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 113453 III",Stan Wewnętrzny Y Zewnętrzny Studii Generalis Universitatis Cracoviensis 1774,"Putanowicz, Józef Alojzy (1737-1788)",1774-01-01T00:00:00Z,application/xml,application,xml,s.n.,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229074
,,oai:jbc.bj.uj.edu.pl:publication:240717,hdl:11858/00-246C-0000-0023-8D02-8,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/229077,clarind-uds:poldilemma-229077,CC BY NC SA,pol,,starodruk,text,"Szczawiński, Jan Szymon (16..-16..). Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 311352 I","Brzeg nieprzeżytey Wieczności, Do ktorego Starożytny Łabęć, ostatniego prawie Dvnina z Modlyszowic, [...] P. Stanisława Modliszowskiego, Hrabie Skrzynskiego. I. K. M. Dworzanina, Pływaiąc fortunnie po ßerokim morzu Krolestwa Polskiego przez lat 521 [...] Szczęśliwie Roku 1645. 21. Aprilis dopłynął, y wyßedł 30. Maij. Roku tegoż, na ląd Grobowy, w Konieckim Kościele Farnym","Przetocki, Jacek (ca 1599-ca 1655)",1645-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Franciszka Cezarego,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229077
,,oai:jbc.bj.uj.edu.pl:publication:240720,hdl:11858/00-246C-0000-0023-8D03-6,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/229158,clarind-uds:poldilemma-229158,CC BY NC SA,pol,"Heski, Józef Ksawery (17..-ca 1810). Il.",starodruk,text,"Gimbuttowa, Róża. Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 589424 III","Droga W Prawo do fortunney wiecznośći y na krok nie z drogi; bo Tróykrzyżastą Gimbutow Podkową, Już do mety złotego wieku, Już do zamierzonego poćiech Niebieskich celu, y terminu, zabierającemu śię [...] Grzegorzowi Antoniemu Kunasewiczowi Gimbutowi [...] Utorowana","Szyszko, Donat (1709-1773)",1756-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Akademicka,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229158
,,oai:jbc.bj.uj.edu.pl:publication:240802,hdl:11858/00-246C-0000-0023-8D04-4,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/229178,clarind-uds:poldilemma-229178,CC BY NC SA,lat,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 311136 I","Pociecha na żal serdeczny : (Ktory odniosła z śmierci, tak wiela osob, w zacnym y wielkim domu swoim), Jasnie [...] P. Annie Z Rvsca, Lvbomirskiey, Kasztelance Woynickiey Sendomirskiey, Spiskiey, Dobczyckiey &c. Starościney / [Piotrowski Wespesian]","Piotrowski, Wespazjan",1613-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Mikołaja Loba,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229178
,,oai:jbc.bj.uj.edu.pl:publication:240821,hdl:11858/00-246C-0000-0023-8D05-2,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/229186,clarind-uds:poldilemma-229186,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 56556 I","Kometa Z Przestrogi Niebieskiey : W Roku od Narodzenia Bozego widziany, 1618, Miesiaca Listopada w Niedzwiadku Zodiacznym [...]","Żędzianowski, Andrzej (15..-1625)",1619-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Marcina Horteryna,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229186
,,oai:jbc.bj.uj.edu.pl:publication:240826,hdl:11858/00-246C-0000-0023-8D06-F,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/229188,clarind-uds:poldilemma-229188,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 375986 I","Nauka Położna Krotko Zebrana Cyrulikom położnym, iako też i Babom, czyli Kobietom przy rozwiązaniu rodzących Położnic służącym dla wiadomości bardzo potrzebna : Na pytania i odpowiedzi rozłożona [...]","Perzyna, Ludwik (1742-1800)",1790-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Prymasowska,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229188
,,oai:jbc.bj.uj.edu.pl:publication:240828,hdl:11858/00-246C-0000-0023-8D07-D,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/229190,clarind-uds:poldilemma-229190,CC BY NC SA,pol,"Perzyna, Ludwik (1742-1800). Tł.",starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 42675 I",Porzadek Zycia w Czerstwosci Zdrowia W Długie Prowadzący Lata,"Tissot, Samuel Auguste André David (1728-1797)",1796-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Prymasowska,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229190
,,oai:jbc.bj.uj.edu.pl:publication:240830,hdl:11858/00-246C-0000-0023-8D08-B,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/229191,clarind-uds:poldilemma-229191,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 35833 I",Mysli y Uwagi nad Farmazonami,"Perzyna, Ludwik (1742-1800)",1791-01-01T00:00:00Z,application/xml,application,xml,s.n.,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229191
,,oai:jbc.bj.uj.edu.pl:publication:240831,hdl:11858/00-246C-0000-0023-8D09-9,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,geographical descriptions,http://rcin.org.pl/Content/30364,clarind-uds:poldilemma-229204,CC BY NC SA,pol,"Karwowski, Joachim (1736-1821). Tł.",text,text,"[2], 353, [6] pp. ; 8ʿ","CBGiOŚ. IGiPZ PAN, call no. 782","Opisanie Naturalne, Historyczne y Polityczne roznych kraiow swiata to jest Ich położenie, Klima, Historya, Rewolucye [...]","Contant d'Orville, André-Guillaume (1730?-1800?)",1774-01-01T00:00:00Z,application/xml,application,xml,w Drukarni J. K. Mci y Rzeczypospolitey u XX. Scholarum Piarum,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229204
,history,oai:rcin.org.pl:publication:23040,hdl:11858/00-246C-0000-0023-8D0B-5,CC BY NC SA,,Drukarnia Pijarów (Warszawa),early printed book (1501-1800),text,"Ded. aut., tł. Joachim Karwowski S.P.: ""Do Jasnie Wielmoznego Jmci Pana Jerzego Potockiego [...]""",http://katalog.pan.pl/webpac-bin/210bgiosEN/wgbroker.exe?new+-access+top+search+open+NR+xx002552431,,,,,,,,,
,politics,,,,,,,,Data na s. tyt.: MDCCLXXIV,,,,,,,,,,
,east asia,,,,,,,,Estr. XV-XVIII t. 3 p. 388,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/229213,clarind-uds:poldilemma-229213,CC BY NC SA,pol,,starodruk,text,"Małachowski, Jan (1623-1699). Adr. ded.","Biblioteka Jagiellońska, BJ St. Dr. 35624 I","Katechism Katholicki, To Iest Navka Chrzescianska, Wszystkim Wiernym, tylko co do rozumu przydą, pod dusznym zatraceniem iako naywięcey się iey mogą nauczyć, pamiętać y podług niey się sprawować potrzebna : Ktorey Naprzod Duchowni Pasterze, Rodzicy, Nauczyciele ieżeli nie vczą, śmiertelnie grzeßą [...]","Grocholicki, Piotr Aleksander ( -1702)",1684-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Wojciecha Goreckiego,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-229213
,,oai:jbc.bj.uj.edu.pl:publication:240854,hdl:11858/00-246C-0000-0023-8D0C-3,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/230786,clarind-uds:poldilemma-230786,CC BY NC SA,,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 35724","List w materyi religii niegdys do jednego p. dyssydenta pisany, a dziś wszystkim tymże ichmościom, zacnym Korony Polskiey, i W. X. Litew. obywatelom, naymilszym bliźnim i braci zbawienie duszy kochaiącym na uwagę podany",,1784-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. XX Trynitarzy,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-230786
,,oai:jbc.bj.uj.edu.pl:publication:242450,hdl:11858/00-246C-0000-0023-8D0D-1,CC BY NC SA,,,,,,,,,,application/xml,application,xml,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/230806,clarind-uds:poldilemma-230806,CC BY NC SA,,"Ładowski, Remigiusz (1738-1798). [ Tł.]",starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 30234 I","Opisanie wysp Pelew, w części zachodniey Oceanu Spokoynego leżących ułożone z dziennikow i podania kapitana Henryka Wilson i ludzi iego, ktorzy się rozbił, na okręcie Kompanii Indyi Wschodnich nazwanym Antelope w miesiącu sierpniu 1783 [...]","Wilson, Henryk",1792-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Piotra Dufoura,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-230806
,,oai:jbc.bj.uj.edu.pl:publication:242469,hdl:11858/00-246C-0000-0023-8D0E-0,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/232107,clarind-uds:poldilemma-232107,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 25715 I","Kazanie na pogrzebie Jasnie Wielmozney Heleny z Trejerow Skarszewski, podstoliny urzędowskiey [...] miane przez Józefa Męcińskiego [...] w kosciele bychawieckim dnia 7. listopada roku 1792","Męciński, Józef (1748-1814)",1792-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. XX Trynitarzy,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-232107
,,oai:jbc.bj.uj.edu.pl:publication:243786,hdl:11858/00-246C-0000-0023-8D0F-E,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,kazania polskie 17 w.,http://pbc.biaman.pl/Content/44,clarind-uds:poldilemma-44,CC BY NC SA,pol,,starodruk,text,"ilość skanów: 633 ; sygn, 1200",,Kazania na niedziele y święta całego roku [...] ża dozwoleniem Starszych. Po czwarty raz do druku podane.,"Skarga, Piotr (1536 - 1612)",1735-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Collegium Soc. Jesu.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-44
,,,hdl:11858/00-246C-0000-0023-8D1E-C,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,,http://pbc.biaman.pl/Content/4404,clarind-uds:poldilemma-4404,CC BY NC SA,pol,,starodruk,text,ilość skanów: 193 ; sygn. St-304,,"Konfederacya generalna omnium ordinum Regni et Magni Ducatus Lithuaniae na Konwokacyi Głowney Warszawskiey uchwalona, dnia 7 [sł.] miesiąca maja [...] Roku Pańskiego 1764 [sł.].",,1764-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Rzeczypospolitey w Collegium Xięży Scholarum Piarum,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-4404
,,,hdl:11858/00-246C-0000-0023-8D1D-E,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,parlamenty,http://pbc.biaman.pl/Content/517,clarind-uds:poldilemma-517,CC BY NC SA,pol,,starodruk,text,ilość skanów: 34 ; sygn: St-352,,"Porządek Na Seymie Walnym Elekcyey Między Warszawą a Wolą, przez opisane Artykuły do samego tylko Aktu Elekcyey należące, uchwalony y postanowiony, Roku Pańskiego Tysiąc Szesc Set Siedmdziesiat Czwartego, dnia Dwudziestego Miesiaca Kwietnia.",,1674-01-01T00:00:00Z,application/xml,application,xml,s.n.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-517
,polska 17 w.,,hdl:11858/00-246C-0000-0023-8D1F-A,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,konstytucja 1678 r.,http://pbc.biaman.pl/Content/520,clarind-uds:poldilemma-520,CC BY NC SA,pol,,starodruk,text,ilość skanów: 38 ; sygn. St-342,,Konstytucya Seymu Walnego Ordynaryinego Sześć Niedzielnego.W Grodnie roku pańskiego M.DC.LXXVIII (1678) dnia XV Grudnia odprawuiącego się. Cum gratia et privilegio S.R.M.,,1678-01-01T00:00:00Z,application/xml,application,xml,Michał i Grzegorz Schedl,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-520
,,,hdl:11858/00-246C-0000-0023-8D20-4,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,kazania polskie 18 w.,http://pbc.biaman.pl/Content/545,clarind-uds:poldilemma-545,CC BY NC SA,pol,,starodruk,text,ilość skanów: 312 ; sygn. St-22,,"Kazania niedzielne JW. w Bogu Nayprzewielebnieyszemu JegoMościX. Hrabi na Zasławiu, Bychowie, Dąbrownie Józefowi Sapieże Biskupowi Dyocezaryeńskiemu, Koadjutorowi Biskupstwa Wileńskiego, Referendarzowi Wielkiemu W.X.L od autora ofiarowane. Cz. I.","Abramowicz, Adam (1710 - ?)",1753-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. Akadem: Soc: Jesu,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-545
,"sapieha, józef stanisław (1708-1754)",,hdl:11858/00-246C-0000-0023-8D21-2,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,denhoff stanisław (- 1728),http://pbc.biaman.pl/Content/553,clarind-uds:poldilemma-553,CC BY NC SA,pol,,starodruk,text,ilość skanów: 86 ; sygn. St-354,,"Krótka Annotacya Seymów Warszawskich, Grodzieńskich, takze Elekcyi y Koronacyi Nayiasniejszych Królów Ichmościów Polskich y Jana Kazimierza, Michała, Jana III y Augusta II, tudzież za Panowania ich Kampaniy corocznie odprawionych, publicznieyszych Dzieiów y Rewolucyi ab Anno 1648 ad Annum 1733","Pułaski, Franciszek (-1738)",1740-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. Societatis Jesu,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-553
,jan iii sobieski (król polski ; 1629-1696),,hdl:11858/00-246C-0000-0023-8D22-F,CC BY NC SA,lat,,,,,,,,,,,,,,
,lubomirski hieronim (ca 1647 - 1706),,,,,,,,,,,,,,,,,,
,połtawa,,,,,,,,,,,,,,,,,,
,powstanie chmielnickiego 1648 r.,,,,,,,,,,,,,,,,,,
,sieniawska zofia,,,,,,,,,,,,,,,,,,
,sieniawski adam mikołaj (1666 - 1726),,,,,,,,,,,,,,,,,,
,sobieski jakub (1667 - 1737),,,,,,,,,,,,,,,,,,
,związek baranowskiego,,,,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,prawo cywilne- historia,http://pbc.biaman.pl/Content/558,clarind-uds:poldilemma-558,CC BY NC SA,pol,,starodruk,text,ilość skanów: 197 ; sygn. S-635,,Ustanowienia prawa cywilnego w sposobie łatwym zebrane [...].T. 1.,"[Heineccius, Jan Christian (1718-1791)]",1785-01-01T00:00:00Z,application/xml,application,xml,Grebl Ignacy,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-558
,,,hdl:11858/00-246C-0000-0023-8D23-D,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,czasopisma polskie 18 w.,http://pbc.biaman.pl/Content/561,clarind-uds:poldilemma-561,CC BY NC SA,pol,,gazeta,text,ilość skanów: 417 ; Sygn. St-367,,Monitor na Rok Pański 1772: Nro. I - CV,,1772-01-01T00:00:00Z,application/xml,application,xml,Drukarnia Mitzlerowska,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-561
,,,hdl:11858/00-246C-0000-0023-8D24-B,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,kazania polskie 17 w.,http://pbc.biaman.pl/Content/5699,clarind-uds:poldilemma-5699,CC BY NC SA,pol,,starodruk,text,ilość skanów: 725 ; sygn. St-11,,Kazania na swięta całego roku. Z rożnych doktorow [...] zebrane y napisane przez [...],"Rychłowski, Franciszek",1667-01-01T00:00:00Z,application/xml,application,xml,Stanisław Piotrkowczyk,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-5699
,,,hdl:11858/00-246C-0000-0023-8D25-9,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,,http://pbc.biaman.pl/Content/5709,clarind-uds:poldilemma-5709,CC BY NC SA,pol,,starodruk,text,ilość skanów: 252 ; sygn. St-359,,"Rozmowy kapelana albo teologa nadwornego z oyczystym Panem Chrześciańskim służące do zasiągnienia wiadomości zbawienney, y do rezolucyi rzeczy do sumienia należących","Kurzeniecki, Marcin (1705-1771)",1752-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. Akademickiey Soc: Jesu,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-5709
,,,hdl:11858/00-246C-0000-0023-8D27-5,CC BY NC SA,lat,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 18 w.,http://jbc.bj.uj.edu.pl/Content/232108,clarind-uds:poldilemma-232108,CC BY NC SA,pol,,starodruk,text,,"Biblioteka Jagiellońska, BJ St. Dr. 588010 I","Kazanie na pogrzeb Wielmoznego sp. Jozefa Skarbka Kiełczewskiego, starosty kachorlickiego miane przez Józefa Męcińskiego [...] w kosciele kiełczewickim dnia 17 lipca roku1787 [...] Kazanie na pogrzeb Wielmoznego sp. Jozefa Skarbka Kiełczewskiego, starosty kachorlickiego miane przez Józefa Męcińskiego [...] w kosciele kiełczewickim dnia 17 lipca roku1787 [...]","Męciński, Józef (1748-1814)",1787-01-01T00:00:00Z,application/xml,application,xml,Drukarnia J.K.M. XX Trynitarzy,1701–1800,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-232108
,,oai:jbc.bj.uj.edu.pl:publication:243787,hdl:11858/00-246C-0000-0023-8D10-8,CC BY NC SA,,,,,,,,,,,,,,,
2020-10-07T13:30:10Z,starodruki 17 w.,http://jbc.bj.uj.edu.pl/Content/237950,clarind-uds:poldilemma-237950,CC BY NC SA,lat,,starodruk,text,"Kalinowski, Samuel Jerzy (-1652). [Adr. ded.]","Biblioteka Jagiellońska, BJ St. Dr. 3627 III","Sczesne stadło Iego Msci p. Samuela z Hvsiatyna Kalinowskiego, czernichowskiego [...] starosty, z Iey Mcią Panną Vrszvlą Brigittą z Tęczyna Ossolinską [...] oyczystą muzą wsławione",,1633-01-01T00:00:00Z,application/xml,application,xml,Piotr Elert,1601–1700,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-237950
,,oai:jbc.bj.uj.edu.pl:publication:249751,hdl:11858/00-246C-0000-0023-8D11-6,CC BY NC SA,pol,,,,"Ossolińska, Urszula Brygida (16..-16..). [Adr. ded.]",,,,,,,,,,
2020-10-07T13:30:10Z,stanisław august poniatowski (król polski ; 1732-1798),http://rcin.org.pl/Content/27393,clarind-uds:poldilemma-27393,CC BY NC SA,lat,"Naruszewicz, Adam (1733-1796).",text,text,Tyt. nagł.,"IBL PAN, call no. XVIII.2.1262",Wiersze Pod Czas [!] Akademii Załuskich Mowione W Warszawie Roku 1766,,1766-01-01T00:00:00Z,application/xml,application,xml,s.n.,,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:poldilemma-27393
,polish poetry - 18th c.,oai:rcin.org.pl:publication:45491,hdl:11858/00-246C-0000-0023-8D12-4,CC BY NC SA,pol,,early printed book (1501-1800),text,Aut. wiersza Fejerwerk Zycia Ludzkiego: Adam Naruszewicz (NKor),http://katalog.pan.pl/webpac-bin/233biblitEN/wgbroker.exe?new+-access+top+search+open+NR+xx002779312,,,,,,,,,
,latin poetry - 18th c.,,,,,,,,"[4] k., sygn. A4 ; 4°",,,,,,,,,,
,,,,,,,,,"Estr. XV-XVIII, 34, 240 (w odpisie tyt. data 1768)",,,,,,,,,,
