datestamp,identifier,creator,format,format - mediatype,format - subtype,title,rights,date,relation,subject,description,language,type,type - dcmi recommendation,publisher,source,contributor,record id,record - header - setSpec
2023-02-20T20:39:15Z,hdl:21.11113/0000-000F-81AA-F,Daniel Biro,text/csv,text,csv,makro_Emotionen_Reden-Formate.csv,CC 0,2023-02-20T20:39:15Z,hdl:21.11113/0000-000F-8167-B,,Absolute und prozentuale Anzahl der einzelnen acht Basisemotionen in Reden (vermeintlich geplante Texte) und Formaten (vermeintlich spontane Texte).,,,,,,,hdl:21.11113/0000-000F-81AA-F,hdl:21.11113/0000-000F-81AA-F
,doi:10.20375/0000-000F-81AA-F,,,,,,,,,,,,,,,,,,
2023-02-23T14:33:33Z,hdl:21.11113/0000-000F-81D1-2,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2013_12 December.pdf,ODC BY,2023-02-23T14:33:33Z,hdl:21.11113/0000-000F-81C1-4,,,,,,,,,hdl:21.11113/0000-000F-81D1-2,hdl:21.11113/0000-000F-81D1-2
,doi:10.20375/0000-000F-81D1-2,,,,,,,,,,,,,,,,,,
2023-02-23T14:32:31Z,hdl:21.11113/0000-000F-81C6-F,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2002_18 April.pdf,ODC BY,2023-02-23T14:32:31Z,hdl:21.11113/0000-000F-81C1-4,,,,,,,,,hdl:21.11113/0000-000F-81C6-F,hdl:21.11113/0000-000F-81C6-F
,doi:10.20375/0000-000F-81C6-F,,,,,,,,,,,,,,,,,,
2023-02-23T15:44:55Z,doi:10.20375/0000-000F-8202-B,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/vnd.dariah.dhrep.collection+turtle,text,turtle,Flexible authoritarian governance in Russia,ODC BY,2023-02-23T15:44:55Z,,,"This data set accompanies the article &quot;Flexible authoritarian governance in Russia. The politics of ideas on family policy&quot;. It includes primary data that shed light onto the governance processes on family policies in present-day Russia. The article studies the question how of family policies are negotiated at different levels of the political system in authoritarian Russia. &lt;br&gt;&lt;br&gt;Our analysis is based on the original model of ‘nested discursive governance’ focusses on policy ideas and two institutional types of policy discourses: communicative and coordinative, and demonstrates the mechanism of governance which balances out different ideational positions across the governance levels. &lt;br&gt;&lt;br&gt;The benefit of the ideas-based perspective on policy and governance in Russia is that it allows not only to trace the origins and evolution of various policy initiatives, but also to see the sources of presidential popularity and regime flexibility associated with the accommodation of different ideational positions. We demonstrate the applicability of this argument with the analysis of policymaking in the social sphere, in particular an array of measures aimed at women with an objective of increasing birthrates and providing family income support, often described as ‘family policy’.",,,,,,,hdl:21.11113/0000-000F-8202-B,hdl:21.11113/0000-000F-8202-B
,hdl:21.11113/0000-000F-8202-B,,,,,,,,,,,,,,,,,,
2023-02-23T15:45:00Z,hdl:21.11113/0000-000F-8203-A,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Agency of Social Information_Round table on Family Policy_2021.pdf,ODC BY,2023-02-23T15:45:00Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8203-A,hdl:21.11113/0000-000F-8203-A
,doi:10.20375/0000-000F-8203-A,,,,,,,,,,,,,,,,,,
2023-02-23T15:46:20Z,hdl:21.11113/0000-000F-8211-A,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2012_12 December.pdf,ODC BY,2023-02-23T15:46:20Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8211-A,hdl:21.11113/0000-000F-8211-A
,doi:10.20375/0000-000F-8211-A,,,,,,,,,,,,,,,,,,
2023-02-23T15:46:54Z,hdl:21.11113/0000-000F-8217-4,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2019_22 February.pdf,ODC BY,2023-02-23T15:46:54Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8217-4,hdl:21.11113/0000-000F-8217-4
,doi:10.20375/0000-000F-8217-4,,,,,,,,,,,,,,,,,,
2023-02-23T15:47:00Z,hdl:21.11113/0000-000F-8218-3,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2020_15 January.pdf,ODC BY,2023-02-23T15:47:00Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8218-3,hdl:21.11113/0000-000F-8218-3
,doi:10.20375/0000-000F-8218-3,,,,,,,,,,,,,,,,,,
2023-02-23T15:45:40Z,doi:10.20375/0000-000F-820A-3,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2005_25 April.pdf,ODC BY,2023-02-23T15:45:40Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-820A-3,hdl:21.11113/0000-000F-820A-3
,hdl:21.11113/0000-000F-820A-3,,,,,,,,,,,,,,,,,,
2023-02-23T15:45:23Z,hdl:21.11113/0000-000F-8207-6,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2002_18 April.pdf,ODC BY,2023-02-23T15:45:23Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8207-6,hdl:21.11113/0000-000F-8207-6
,doi:10.20375/0000-000F-8207-6,,,,,,,,,,,,,,,,,,
2023-02-23T15:46:49Z,doi:10.20375/0000-000F-8216-5,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2018_1 March.pdf,ODC BY,2023-02-23T15:46:49Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-8216-5,hdl:21.11113/0000-000F-8216-5
,hdl:21.11113/0000-000F-8216-5,,,,,,,,,,,,,,,,,,
2023-02-23T15:45:46Z,hdl:21.11113/0000-000F-820B-2,"Marina Khmelnitskaya, Ulla Pape, Ann-Mari Sätre",text/plain,text,plain,Federal Address 2006_10 May.pdf,ODC BY,2023-02-23T15:45:46Z,hdl:21.11113/0000-000F-8202-B,,,,,,,,,hdl:21.11113/0000-000F-820B-2,hdl:21.11113/0000-000F-820B-2
,doi:10.20375/0000-000F-820B-2,,,,,,,,,,,,,,,,,,
2023-03-16T08:40:11Z,doi:10.20375/0000-000F-825B-8,Kyiv International Institute of Sociology,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Readiness of Ukrainians to Participate in Social Protest Actions (2009-2021),ODC BY SA,2023-03-16T08:40:11Z,,,"The merged dataset contains the results of the monitoring of (repeated) public opinion surveys conducted by the Kyiv International Institute of Sociology in the period from 2009 to 2021 on people&#39;s willingness to participate in social protest actions.&lt;br&gt;&lt;br&gt;To measure people&#39;s willingness to participate in social protests, the question &quot;What social protest actions would you personally be willing to participate in? &quot;was used, with the possibility of choosing any number of answers from the list of forms of protest (participation in election campaigns; collecting signatures for collective appeals (demands, calls); sanctioned meetings and demonstrations; threat of strike; boycott (refusal to comply with decisions of the administration, authorities); Unauthorised meetings and demonstrations; Participation in strikes; Hunger strikes; Picketing state institutions, blocking their work; Seizure of buildings; Creation of armed groups independent of the authorities; Other) or &#39;I am not ready to take part in any mass protest action&#39;.&lt;br&gt;&lt;br&gt;This question has been included in regular KIIS omnibus surveys, usually once a year.&lt;br&gt;&lt;br&gt;All surveys were conducted with samples representative of the adult population of Ukraine (18 years and older), with an average sample size of about 2000 respondents. &lt;br&gt;&lt;br&gt;For ease of analysis, the results of the individual surveys have been combined into a single dataset comprising 14 surveys with a total of 28,347 respondents.&lt;br&gt;&lt;br&gt;This dataset contains the original raw data as a .SAV file (Ukrainian, English) and a converted .XLSX file with a codebook (Ukrainian, English).&lt;br&gt;&lt;br&gt;The Documentation of Data Collection includes a description of the methodology and the main results of the survey.",,,,,,,hdl:21.11113/0000-000F-825B-8,hdl:21.11113/0000-000F-825B-8
,hdl:21.11113/0000-000F-825B-8,,,,,,,,,,,,,,,,,,
2023-03-13T10:30:49Z,doi:10.20375/0000-000F-8255-E,Kyiv International Institute of Sociology,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Readiness of Ukrainians to Participate in Social Protest Actions (2009-2021),ODC BY SA,2023-03-13T10:30:49Z,,,"The merged dataset contains the results of the monitoring of (repeated) public opinion surveys conducted by the Kyiv International Institute of Sociology in the period from 2009 to 2021 on people&#39;s willingness to participate in social protest actions.&lt;br&gt;&lt;br&gt;To measure people&#39;s willingness to participate in social protests, the question &quot;What social protest actions would you personally be willing to participate in? &quot;was used, with the possibility of choosing any number of answers from the list of forms of protest (participation in election campaigns; collecting signatures for collective appeals (demands, calls); sanctioned meetings and demonstrations; threat of strike; boycott (refusal to comply with decisions of the administration, authorities); Unauthorised meetings and demonstrations; Participation in strikes; Hunger strikes; Picketing state institutions, blocking their work; Seizure of buildings; Creation of armed groups independent of the authorities; Other) or &#39;I am not ready to take part in any mass protest action&#39;.&lt;br&gt;&lt;br&gt;This question has been included in regular KIIS omnibus surveys, usually once a year.&lt;br&gt;&lt;br&gt;All surveys were conducted with samples representative of the adult population of Ukraine (18 years and older), with an average sample size of about 2000 respondents. &lt;br&gt;&lt;br&gt;For ease of analysis, the results of the individual surveys have been combined into a single dataset comprising 14 surveys with a total of 28,347 respondents.&lt;br&gt;&lt;br&gt;This dataset contains the original raw data as a .SAV file (Ukrainian, English) and a converted .XLSX file with a codebook (Ukrainian, English).&lt;br&gt;&lt;br&gt;The Documentation of Data Collection includes a description of the methodology and the main results of the survey.",,,,,,,hdl:21.11113/0000-000F-8255-E,hdl:21.11113/0000-000F-8255-E
,hdl:21.11113/0000-000F-8255-E,,,,,,,,,,,,,,,,,,
2023-03-17T08:07:57Z,hdl:21.11113/0000-000F-8262-F,Adrian Mróz,application/pdf,application,pdf,Kultura i Historia nr 42/2022(2),CC BY NC,2023-03-17T08:07:57Z,hdl:21.11113/0000-000F-8261-0,,"Cover, Editorial Info, TOC",,,,,,,hdl:21.11113/0000-000F-8262-F,hdl:21.11113/0000-000F-8262-F
,doi:10.20375/0000-000F-8262-F,,,,,,,,,,,,,,,,,,
2023-03-16T08:40:15Z,hdl:21.11113/0000-000F-825D-6,Kyiv International Institute of Sociology,text/plain,text,plain,Data_converted_KIIS_Social Protest_2009-2021_eng.xlsx,ODC BY SA,2023-03-16T08:40:15Z,hdl:21.11113/0000-000F-825B-8,,,,,,,,,hdl:21.11113/0000-000F-825D-6,hdl:21.11113/0000-000F-825D-6
,doi:10.20375/0000-000F-825D-6,,,,,,,,,,,,,,,,,,
2023-03-16T08:40:23Z,doi:10.20375/0000-000F-825E-5,Kyiv International Institute of Sociology,text/plain,text,plain,Data Documentation KIIS Social Protest 2009-2021.pdf,ODC BY SA,2023-03-16T08:40:23Z,hdl:21.11113/0000-000F-825B-8,,,,,,,,,hdl:21.11113/0000-000F-825E-5,hdl:21.11113/0000-000F-825E-5
,hdl:21.11113/0000-000F-825E-5,,,,,,,,,,,,,,,,,,
2023-03-13T10:20:15Z,doi:10.20375/0000-000F-8250-3,Kyiv International Institute of Sociology,text/plain,text,plain,Codebook_KIIS_Social Protest_2009-2021.xlsx,ODC BY SA,2023-03-13T10:20:15Z,hdl:21.11113/0000-000F-824F-6,,,,,,,,,hdl:21.11113/0000-000F-8250-3,hdl:21.11113/0000-000F-8250-3
,hdl:21.11113/0000-000F-8250-3,,,,,,,,,,,,,,,,,,
2023-03-13T10:30:50Z,doi:10.20375/0000-000F-8256-D,Kyiv International Institute of Sociology,text/plain,text,plain,Codebook_KIIS_Social Protest_2009-2021.xlsx,ODC BY SA,2023-03-13T10:30:50Z,hdl:21.11113/0000-000F-8255-E,,,,,,,,,hdl:21.11113/0000-000F-8256-D,hdl:21.11113/0000-000F-8256-D
,hdl:21.11113/0000-000F-8256-D,,,,,,,,,,,,,,,,,,
2023-03-16T08:40:14Z,hdl:21.11113/0000-000F-825C-7,Kyiv International Institute of Sociology,text/plain,text,plain,Codebook_KIIS_Social Protest_2009-2021.xlsx,ODC BY SA,2023-03-16T08:40:14Z,hdl:21.11113/0000-000F-825B-8,,,,,,,,,hdl:21.11113/0000-000F-825C-7,hdl:21.11113/0000-000F-825C-7
,doi:10.20375/0000-000F-825C-7,,,,,,,,,,,,,,,,,,
2023-03-17T11:34:39Z,doi:10.20375/0000-000F-8268-9,Kyiv International Institute of Sociology,text/plain,text,plain,Codebook_KIIS_Social Protest_2009-2021.xlsx,ODC BY SA,2023-03-17T11:34:39Z,hdl:21.11113/0000-000F-8267-A,,,,,,,,,hdl:21.11113/0000-000F-8268-9,hdl:21.11113/0000-000F-8268-9
,hdl:21.11113/0000-000F-8268-9,,,,,,,,,,,,,,,,,,
2023-07-25T20:02:15Z,doi:10.20375/0000-000F-FF72-2,"Ilko Kucheriv Democratic Initiatives Foundation, Center for Political Sociology",text/vnd.dariah.dhrep.collection+turtle,text,turtle,Survey of internally displaced persons (IDPs) in six Ukrainian cities (February 2023),ODC BY,2023-07-25T20:02:15Z,,,"This data collection offers a large-scale survey of internally displaced persons in six major Ukrainian cities (Kyiv, Dnipro, Odesa, Lviv, Uzhhorod and Ternopil) conducted from 19 February to 01 March 2023. In total, 1,202 internally displaced persons (IDPs) were interviewed (200 in each city). &lt;br&gt;&lt;br&gt;The sample of the IDP survey is random, with maximum coverage of adult respondents in different places of residence - residential sector, places of centralised settlement (government agencies, dormitories, schools, kindergartens, offices), IDP support centres, etc. The random error does not exceed 3%.&lt;br&gt;&lt;br&gt;The survey questions focus on life in the new place of residence including material well-being and support received. &lt;br&gt;&lt;br&gt;This data collection contains the original survey data. The SPSS file (.sav) is the original file provided by the Ilko Kucheriv Democratic Initiatives Foundation. It has been exported into an Excel file. The content of the respective xlsx-file should be identical with the original sav-file. The sav-file contains the questions and answer options of the original questionnaire in Ukrainian. &lt;br&gt;&lt;br&gt;Additionally, an overview of the answers to all questions is provided in table form in the file &quot;results.pdf&quot; and an analysis based on the survey is available as “DIF2023-report.pdf”&lt;br&gt;The original questionnaire is reproduced on the following pages. An English translation of the questionnaire and the table with results will be provided in a forthcoming version of this data collection.",,,,,,,hdl:21.11113/0000-000F-FF72-2,hdl:21.11113/0000-000F-FF72-2
,hdl:21.11113/0000-000F-FF72-2,,,,,,,,,,,,,,,,,,
2023-07-25T20:01:27Z,doi:10.20375/0000-000F-FF71-3,"Ilko Kucheriv Democratic Initiatives Foundation, Center for Political Sociology",text/plain,text,plain,results.pdf,ODC BY,2023-07-25T20:01:27Z,hdl:21.11113/0000-000F-FF6B-B,,,,,,,,,hdl:21.11113/0000-000F-FF71-3,hdl:21.11113/0000-000F-FF71-3
,hdl:21.11113/0000-000F-FF71-3,,,,,,,,,,,,,,,,,,
2023-07-10T17:40:30Z,doi:10.20375/0000-000F-FF3D-F,Alona Liasheva,text/plain,text,plain,19 - жінка_22 роки_Київ (ВПО)_02.10.22.pdf,ODC BY SA,2023-07-10T17:40:30Z,hdl:21.11113/0000-000F-FF29-5,,,,,,,,,hdl:21.11113/0000-000F-FF3D-F,hdl:21.11113/0000-000F-FF3D-F
